GID_2;NAME_2;CO_MUN_GEO;NO_MUN;SG_UF
BRA.17.168_1;Terra Nova;2615201;TERRA NOVA;PE
BRA.17.169_1;Timbaúba;2615300;TIMBAUBA;PE
BRA.17.170_1;Toritama;2615409;TORITAMA;PE
BRA.17.171_1;Tracunhaém;2615508;TRACUNHAEM;PE
BRA.17.172_1;Trindade;2615607;TRINDADE;PE
BRA.17.173_1;Triunfo;2615706;TRIUNFO;PE
BRA.17.174_1;Tupanatinga;2615805;TUPANATINGA;PE
BRA.17.175_1;Tuparetama;2615904;TUPARETAMA;PE
BRA.17.176_1;Venturosa;2616001;VENTUROSA;PE
BRA.17.177_1;Verdejante;2616100;VERDEJANTE;PE
BRA.17.178_1;Vertente do Lério;2616183;VERTENTE DO LERIO;PE
BRA.17.179_1;Vertentes;2616209;VERTENTES;PE
BRA.17.180_1;Vicência;2616308;VICENCIA;PE
BRA.17.181_1;Vitória de Santo Antão;2616407;VITORIA DE SANTO ANTAO;PE
BRA.17.182_1;Xexéu;2616506;XEXEU;PE
BRA.2.1_1;Água Branca;2700102;AGUA BRANCA;AL
BRA.2.2_1;Anadia;2700201;ANADIA;AL
BRA.2.3_1;Arapiraca;2700300;ARAPIRACA;AL
BRA.2.4_1;Ataléia;2700409;ATALAIA;AL
BRA.2.5_1;Barra de Santo Antônio;2700508;BARRA DE SANTO ANTONIO;AL
BRA.2.6_1;Barra de São Miguel;2700607;BARRA DE SAO MIGUEL;AL
BRA.2.7_1;Batalha;2700706;BATALHA;AL
BRA.2.8_1;Belém;2700805;BELEM;AL
BRA.2.9_1;Belo Monte;2700904;BELO MONTE;AL
BRA.2.10_1;Boca da Mata;2701001;BOCA DA MATA;AL
BRA.2.11_1;Branquinha;2701100;BRANQUINHA;AL
BRA.2.12_1;Cacimbinhas;2701209;CACIMBINHAS;AL
BRA.2.13_1;Cajueiro;2701308;CAJUEIRO;AL
BRA.2.14_1;Campestre;2701357;CAMPESTRE;AL
BRA.2.15_1;Campo Alegre;2701407;CAMPO ALEGRE;AL
BRA.2.16_1;Campo Grande;2701506;CAMPO GRANDE;AL
BRA.2.17_1;Canapi;2701605;CANAPI;AL
BRA.2.18_1;Capela;2701704;CAPELA;AL
BRA.2.19_1;Carneiros;2701803;CARNEIROS;AL
BRA.2.20_1;Chã Preta;2701902;CHA PRETA;AL
BRA.2.21_1;Coité do Nóia;2702009;COITE DO NOIA;AL
BRA.2.22_1;Colônia Leopoldina;2702108;COLONIA LEOPOLDINA;AL
BRA.2.23_1;Coqueiro Seco;2702207;COQUEIRO SECO;AL
BRA.2.24_1;Coruripe;2702306;CORURIPE;AL
BRA.2.25_1;Craíbas;2702355;CRAIBAS;AL
BRA.2.26_1;Delmiro Gouveia;2702405;DELMIRO GOUVEIA;AL
BRA.2.27_1;Dois Riachos;2702504;DOIS RIACHOS;AL
BRA.2.28_1;Estrela de Alagoas;2702553;ESTRELA DE ALAGOAS;AL
BRA.2.29_1;Feira Grande;2702603;FEIRA GRANDE;AL
BRA.2.30_1;Feliz Deserto;2702702;FELIZ DESERTO;AL
BRA.2.31_1;Flexeiras;2702801;FLEXEIRAS;AL
BRA.2.32_1;Girau do Ponciano;2702900;GIRAU DO PONCIANO;AL
BRA.2.33_1;Ibateguara;2703007;IBATEGUARA;AL
BRA.2.34_1;Igaci;2703106;IGACI;AL
BRA.2.35_1;Igreja Nova;2703205;IGREJA NOVA;AL
BRA.2.36_1;Inhapi;2703304;INHAPI;AL
BRA.2.37_1;Jacaré dos Homens;2703403;JACARE DOS HOMENS;AL
BRA.2.38_1;Jacuípe;2703502;JACUIPE;AL
BRA.2.39_1;Japaratinga;2703601;JAPARATINGA;AL
BRA.2.40_1;Jaramataia;2703700;JARAMATAIA;AL
BRA.2.41_1;Joaquim Gomes;2703809;JOAQUIM GOMES;AL
BRA.2.42_1;Jundiá;2703908;JUNDIA;AL
BRA.2.43_1;Junqueiro;2704005;JUNQUEIRO;AL
BRA.2.44_1;Lagoa da Canoa;2704104;LAGOA DA CANOA;AL
BRA.2.45_1;Limoeiro de Anadia;2704203;LIMOEIRO DE ANADIA;AL
BRA.2.46_1;Maceió (capital);2704302;MACEIO;AL
BRA.2.47_1;Major Isidoro;2704401;MAJOR ISIDORO;AL
BRA.2.49_1;Maragogi;2704500;MARAGOGI;AL
BRA.2.50_1;Maravilha;2704609;MARAVILHA;AL
BRA.2.51_1;Marechal deodoro;2704708;MARECHAL DEODORO;AL
BRA.2.52_1;Maribondo;2704807;MARIBONDO;AL
BRA.2.48_1;Mar Vermelho;2704906;MAR VERMELHO;AL
BRA.2.53_1;Mata Grande;2705002;MATA GRANDE;AL
BRA.2.54_1;Matriz de Camaragibe;2705101;MATRIZ DE CAMARAGIBE;AL
BRA.2.55_1;Messias;2705200;MESSIAS;AL
BRA.2.56_1;Minador do Negrão;2705309;MINADOR DO NEGRAO;AL
BRA.2.57_1;Monteirópolis;2705408;MONTEIROPOLIS;AL
BRA.2.58_1;Murici;2705507;MURICI;AL
BRA.2.59_1;Novo Lino;2705606;NOVO LINO;AL
BRA.2.60_1;Olho d'Água das Flores;2705705;OLHO D'AGUA DAS FLORES;AL
BRA.2.61_1;Olho d'Água do Casado;2705804;OLHO D'AGUA DO CASADO;AL
BRA.2.62_1;Olho d'Água Grande;2705903;OLHO D'AGUA GRANDE;AL
BRA.2.63_1;Olivença;2706000;OLIVENCA;AL
BRA.2.64_1;Ouro Branco;2706109;OURO BRANCO;AL
BRA.2.65_1;Palestina;2706208;PALESTINA;AL
BRA.2.66_1;Palmeira dos índios;2706307;PALMEIRA DOS INDIOS;AL
BRA.2.67_1;Pão de Açúcar;2706406;PAO DE ACUCAR;AL
BRA.2.68_1;Pariconha;2706422;PARICONHA;AL
BRA.2.69_1;Paripueira;2706448;PARIPUEIRA;AL
BRA.2.70_1;Passo de Camaragibe;2706505;PASSO DE CAMARAGIBE;AL
BRA.2.71_1;Paulo Jacinto;2706604;PAULO JACINTO;AL
BRA.2.72_1;Penedo;2706703;PENEDO;AL
BRA.2.73_1;Piaçabuçu;2706802;PIACABUCU;AL
BRA.2.74_1;Pilar;2706901;PILAR;AL
BRA.2.75_1;Pindoba;2707008;PINDOBA;AL
BRA.2.76_1;Piranhas;2707107;PIRANHAS;AL
BRA.2.77_1;Poço das Trincheiras;2707206;POCO DAS TRINCHEIRAS;AL
BRA.2.78_1;Porto Calvo;2707305;PORTO CALVO;AL
BRA.2.79_1;Porto de Pedras;2707404;PORTO DE PEDRAS;AL
BRA.2.80_1;Porto Real do Colégio;2707503;PORTO REAL DO COLEGIO;AL
BRA.2.81_1;Quebrangulo;2707602;QUEBRANGULO;AL
BRA.2.82_1;Rio Largo;2707701;RIO LARGO;AL
BRA.2.83_1;Roteiro;2707800;ROTEIRO;AL
BRA.2.84_1;Santa Luzia do Norte;2707909;SANTA LUZIA DO NORTE;AL
BRA.2.85_1;Santana do Ipanema;2708006;SANTANA DO IPANEMA;AL
BRA.2.86_1;Santana do Mundaú;2708105;SANTANA DO MUNDAU;AL
BRA.2.87_1;São Brás;2708204;SAO BRAS;AL
BRA.2.88_1;São José da Laje;2708303;SAO JOSE DA LAJE;AL
BRA.2.89_1;São José da Tapera;2708402;SAO JOSE DA TAPERA;AL
BRA.2.90_1;São Luís do Quitunde;2708501;SAO LUIS DO QUITUNDE;AL
BRA.2.91_1;São Miguel dos Campos;2708600;SAO MIGUEL DOS CAMPOS;AL
BRA.2.92_1;São Miguel dos Milagres;2708709;SAO MIGUEL DOS MILAGRES;AL
BRA.2.93_1;São Sebastião;2708808;SAO SEBASTIAO;AL
BRA.2.94_1;Satuba;2708907;SATUBA;AL
BRA.2.95_1;Senador Rui Palmeira;2708956;SENADOR RUI PALMEIRA;AL
BRA.2.96_1;Tanque d'Arca;2709004;TANQUE D'ARCA;AL
BRA.2.97_1;Taquarana;2709103;TAQUARANA;AL
BRA.2.98_1;Teotônio Vilela;2709152;TEOTONIO VILELA;AL
BRA.2.99_1;Traipu;2709202;TRAIPU;AL
BRA.2.100_1;União dos Palmares;2709301;UNIAO DOS PALMARES;AL
BRA.2.101_1;Viçosa;2709400;VICOSA;AL
BRA.26.1_1;Amparo de São Francisco;2800100;AMPARO DE SAO FRANCISCO;SE
BRA.26.2_1;Aquidabã;2800209;AQUIDABA;SE
BRA.26.3_1;Aracaju;2800308;ARACAJU;SE
BRA.26.4_1;Arauá;2800407;ARAUA;SE
BRA.26.5_1;Areia Branca;2800506;AREIA BRANCA;SE
BRA.26.6_1;Barra dos Coqueiros;2800605;BARRA DOS COQUEIROS;SE
BRA.26.8_1;Buquim;2800670;BOQUIM;SE
BRA.26.7_1;Brejo Grande;2800704;BREJO GRANDE;SE
BRA.26.9_1;Campo do Brito;2801009;CAMPO DO BRITO;SE
BRA.26.10_1;Canhoba;2801108;CANHOBA;SE
BRA.26.11_1;Canindé de São Francisco;2801207;CANINDE DE SAO FRANCISCO;SE
BRA.26.12_1;Capela;2801306;CAPELA;SE
BRA.26.13_1;Carira;2801405;CARIRA;SE
BRA.26.14_1;Carmópolis;2801504;CARMOPOLIS;SE
BRA.26.15_1;Cedro de São João;2801603;CEDRO DE SAO JOAO;SE
BRA.26.16_1;Cristinápolis;2801702;CRISTINAPOLIS;SE
BRA.26.17_1;Cumbe;2801900;CUMBE;SE
BRA.26.18_1;Divina Pastora;2802007;DIVINA PASTORA;SE
BRA.26.19_1;Estância;2802106;ESTANCIA;SE
BRA.26.20_1;Feira Nova;2802205;FEIRA NOVA;SE
BRA.26.21_1;Frei Paulo;2802304;FREI PAULO;SE
BRA.26.22_1;Gararu;2802403;GARARU;SE
BRA.26.23_1;General Maynard;2802502;GENERAL MAYNARD;SE
BRA.26.24_1;Gracho Cardoso;2802601;GRACHO CARDOSO;SE
BRA.26.25_1;Ilha das Flores;2802700;ILHA DAS FLORES;SE
BRA.26.26_1;Indiaroba;2802809;INDIAROBA;SE
BRA.26.27_1;Itabaiana;2802908;ITABAIANA;SE
BRA.26.28_1;Itabaianinha;2803005;ITABAIANINHA;SE
BRA.26.29_1;Itabi;2803104;ITABI;SE
BRA.26.30_1;Itaporanga dajuda;2803203;ITAPORANGA D'AJUDA;SE
BRA.26.31_1;Japaratuba;2803302;JAPARATUBA;SE
BRA.26.32_1;Japoatã;2803401;JAPOATA;SE
BRA.26.33_1;Lagarto;2803500;LAGARTO;SE
BRA.26.34_1;Laranjeiras;2803609;LARANJEIRAS;SE
BRA.26.35_1;Maçambara;2803708;MACAMBIRA;SE
BRA.26.36_1;Malhada dos Bois;2803807;MALHADA DOS BOIS;SE
BRA.26.37_1;Malhador;2803906;MALHADOR;SE
BRA.26.38_1;Maruim;2804003;MARUIM;SE
BRA.26.39_1;Moita Bonita;2804102;MOITA BONITA;SE
BRA.26.40_1;Monte Alegre de Sergipe;2804201;MONTE ALEGRE DE SERGIPE;SE
BRA.26.41_1;Muribeca;2804300;MURIBECA;SE
BRA.26.42_1;Neópolis;2804409;NEOPOLIS;SE
BRA.26.43_1;Nossa Senhora Aprecido;2804458;NOSSA SENHORA APARECIDA;SE
BRA.26.44_1;Nossa Senhora da Glória;2804508;NOSSA SENHORA DA GLORIA;SE
BRA.26.45_1;Nossa Senhora das Dores;2804607;NOSSA SENHORA DAS DORES;SE
BRA.26.46_1;Nossa Senhora de Lourdes;2804706;NOSSA SENHORA DE LOURDES;SE
BRA.26.47_1;Nossa Senhora do Socorro;2804805;NOSSA SENHORA DO SOCORRO;SE
BRA.26.48_1;Pacatuba;2804904;PACATUBA;SE
BRA.26.49_1;Pedra Mole;2805000;PEDRA MOLE;SE
BRA.26.50_1;Pedrinhas;2805109;PEDRINHAS;SE
BRA.26.51_1;Pinhão;2805208;PINHAO;SE
BRA.26.52_1;Pirambu;2805307;PIRAMBU;SE
BRA.26.53_1;Poço Redondo;2805406;POCO REDONDO;SE
BRA.26.54_1;Poço Verde;2805505;POCO VERDE;SE
BRA.26.55_1;Porto da Folha;2805604;PORTO DA FOLHA;SE
BRA.26.56_1;Propriá;2805703;PROPRIA;SE
BRA.26.58_1;Riachuelo;2805901;RIACHUELO;SE
BRA.26.59_1;Ribeirópolis;2806008;RIBEIROPOLIS;SE
BRA.26.60_1;Rosário do Catete;2806107;ROSARIO DO CATETE;SE
BRA.26.61_1;Salgado;2806206;SALGADO;SE
BRA.26.62_1;Santa Luzia do Itanhy;2806305;SANTA LUZIA DO ITANHY;SE
BRA.26.64_1;Santana do São Francisco;2806404;SANTANA DO SAO FRANCISCO;SE
BRA.26.63_1;Santa Rosa de Lima;2806503;SANTA ROSA DE LIMA;SE
BRA.26.65_1;Santo Amaro das Brotas;2806602;SANTO AMARO DAS BROTAS;SE
BRA.26.66_1;São Cristóvão;2806701;SAO CRISTOVAO;SE
BRA.26.67_1;São Domingos;2806800;SAO DOMINGOS;SE
BRA.26.68_1;São Francisco;2806909;SAO FRANCISCO;SE
BRA.26.69_1;São Miguel do Aleixo;2807006;SAO MIGUEL DO ALEIXO;SE
BRA.26.70_1;Simão Dias;2807105;SIMAO DIAS;SE
BRA.26.71_1;Siriri;2807204;SIRIRI;SE
BRA.26.72_1;Telha;2807303;TELHA;SE
BRA.26.73_1;Tobias Barreto;2807402;TOBIAS BARRETO;SE
BRA.26.74_1;Tomar do Geru;2807501;TOMAR DO GERU;SE
BRA.26.75_1;Umbauba;2807600;UMBAUBA;SE
BRA.5.1_1;Abaíra;2900108;ABAIRA;BA
BRA.5.2_1;Abaré;2900207;ABARE;BA
BRA.5.3_1;Acajutiba;2900306;ACAJUTIBA;BA
BRA.5.4_1;Adustina;2900355;ADUSTINA;BA
BRA.5.5_1;Água Fria;2900405;AGUA FRIA;BA
BRA.5.126_1;Érico Cardoso;2900504;ERICO CARDOSO;BA
BRA.5.6_1;Aiquara;2900603;AIQUARA;BA
BRA.5.7_1;Alagoinhas;2900702;ALAGOINHAS;BA
BRA.5.8_1;Alcobaca;2900801;ALCOBACA;BA
BRA.5.9_1;Almadina;2900900;ALMADINA;BA
BRA.5.10_1;Amargosa;2901007;AMARGOSA;BA
BRA.5.11_1;Amélia Rodrigues;2901106;AMELIA RODRIGUES;BA
BRA.5.12_1;América dourada;2901155;AMERICA DOURADA;BA
BRA.5.13_1;Anagé;2901205;ANAGE;BA
BRA.5.14_1;Andarai;2901304;ANDARAI;BA
BRA.5.15_1;Andorinha;2901353;ANDORINHA;BA
BRA.5.16_1;Angical;2901403;ANGICAL;BA
BRA.5.17_1;Anguera;2901502;ANGUERA;BA
BRA.5.18_1;Antas;2901601;ANTAS;BA
BRA.5.19_1;Antônio Cardoso;2901700;ANTONIO CARDOSO;BA
BRA.5.20_1;Antônio Gonçalves;2901809;ANTONIO GONCALVES;BA
BRA.5.21_1;Aporá;2901908;APORA;BA
BRA.5.22_1;Apuarema;2901957;APUAREMA;BA
BRA.5.24_1;Aracatu;2902005;ARACATU;BA
BRA.5.23_1;Araças;2902054;ARACAS;BA
BRA.5.25_1;Araci;2902104;ARACI;BA
BRA.5.26_1;Aramari;2902203;ARAMARI;BA
BRA.5.27_1;Arataca;2902252;ARATACA;BA
BRA.5.28_1;Aratuipe;2902302;ARATUIPE;BA
BRA.5.30_1;Aurelino Leal;2902401;AURELINO LEAL;BA
BRA.5.31_1;Baianópolis;2902500;BAIANOPOLIS;BA
BRA.5.32_1;Baixa Grande;2902609;BAIXA GRANDE;BA
BRA.5.33_1;Banzaê;2902658;BANZAE;BA
BRA.5.38_1;Barra;2902708;BARRA;BA
BRA.5.35_1;Barra da Estiva;2902807;BARRA DA ESTIVA;BA
BRA.5.34_1;Barra da Choça;2902906;BARRA DO CHOCA;BA
BRA.5.36_1;Barra do Mendes;2903003;BARRA DO MENDES;BA
BRA.5.37_1;Barra do Rocha;2903102;BARRA DO ROCHA;BA
BRA.5.39_1;Barreiras;2903201;BARREIRAS;BA
BRA.5.40_1;Barro Alto;2903235;BARRO ALTO;BA
BRA.5.41_1;Barro Preto;2903300;BARRO PRETO;BA
BRA.5.42_1;Belmonte;2903409;BELMONTE;BA
BRA.5.43_1;Belo Campo;2903508;BELO CAMPO;BA
BRA.5.44_1;Biritinga;2903607;BIRITINGA;BA
BRA.5.45_1;Boa Nova;2903706;BOA NOVA;BA
BRA.5.46_1;Boa Vista do Tupim;2903805;BOA VISTA DO TUPIM;BA
BRA.5.47_1;Bom Jesus da Lapa;2903904;BOM JESUS DA LAPA;BA
BRA.5.48_1;Bom Jesus da Serra;2903953;BOM JESUS DA SERRA;BA
BRA.5.49_1;Boninal;2904001;BONINAL;BA
BRA.5.50_1;Bonito;2904050;BONITO;BA
BRA.5.51_1;Boquira;2904100;BOQUIRA;BA
BRA.5.52_1;Botuporã;2904209;BOTUPORA;BA
BRA.5.53_1;Brejões;2904308;BREJOES;BA
BRA.5.54_1;Brejolândia;2904407;BREJOLANDIA;BA
BRA.5.55_1;Brotas de Macaúbas;2904506;BROTAS DE MACAUBAS;BA
BRA.5.56_1;Brumado;2904605;BRUMADO;BA
BRA.5.57_1;Buerarema;2904704;BUERAREMA;BA
BRA.5.58_1;Buritirama;2904753;BURITIRAMA;BA
BRA.5.59_1;Caatiba;2904803;CAATIBA;BA
BRA.5.60_1;Cabaceiras do Paraguaçu;2904852;CABACEIRAS DO PARAGUACU;BA
BRA.5.61_1;Cachoeira;2904902;CACHOEIRA;BA
BRA.5.62_1;Caculé;2905008;CACULE;BA
BRA.5.63_1;Caém;2905107;CAEM;BA
BRA.5.64_1;Caetanos;2905156;CAETANOS;BA
BRA.5.65_1;Caetité;2905206;CAETITE;BA
BRA.5.66_1;Cafarnaum;2905305;CAFARNAUM;BA
BRA.5.67_1;Cairu;2905404;CAIRU;BA
BRA.5.68_1;Caldeirão Grande;2905503;CALDEIRAO GRANDE;BA
BRA.5.69_1;Camacan;2905602;CAMACAN;BA
BRA.5.70_1;Camaçari;2905701;CAMACARI;BA
BRA.5.71_1;Camamu;2905800;CAMAMU;BA
BRA.5.72_1;Campo Alegre de Lourdes;2905909;CAMPO ALEGRE DE LOURDES;BA
BRA.5.73_1;Campo Formoso;2906006;CAMPO FORMOSO;BA
BRA.5.74_1;Canápolis;2906105;CANAPOLIS;BA
BRA.5.75_1;Canarana;2906204;CANARANA;BA
BRA.5.76_1;Canavieiras;2906303;CANAVIEIRAS;BA
BRA.5.77_1;Candeal;2906402;CANDEAL;BA
BRA.5.78_1;Candeias;2906501;CANDEIAS;BA
BRA.5.79_1;Candiba;2906600;CANDIBA;BA
BRA.5.80_1;Cândido Sales;2906709;CANDIDO SALES;BA
BRA.5.81_1;Cansanção;2906808;CANSANCAO;BA
BRA.5.82_1;Canudos;2906824;CANUDOS;BA
BRA.5.83_1;Capela do Alto Alegre;2906857;CAPELA DO ALTO ALEGRE;BA
BRA.5.84_1;Capim Grosso;2906873;CAPIM GROSSO;BA
BRA.5.85_1;Caraíbas;2906899;CARAIBAS;BA
BRA.5.86_1;Caravelas;2906907;CARAVELAS;BA
BRA.5.87_1;Cardeal da Silva;2907004;CARDEAL DA SILVA;BA
BRA.5.88_1;Carinhanha;2907103;CARINHANHA;BA
BRA.5.89_1;Casa Nova;2907202;CASA NOVA;BA
BRA.5.90_1;Castro Alves;2907301;CASTRO ALVES;BA
BRA.5.91_1;Catolândia;2907400;CATOLANDIA;BA
BRA.5.92_1;Catu;2907509;CATU;BA
BRA.5.93_1;Caturama;2907558;CATURAMA;BA
BRA.5.94_1;Central;2907608;CENTRAL;BA
BRA.5.95_1;Chorrochó;2907707;CHORROCHO;BA
BRA.5.96_1;Cícero Dantas;2907806;CICERO DANTAS;BA
BRA.5.97_1;Cipó;2907905;CIPO;BA
BRA.5.98_1;Coaraci;2908002;COARACI;BA
BRA.5.99_1;Cocos;2908101;COCOS;BA
BRA.5.100_1;Conceição da Feira;2908200;CONCEICAO DA FEIRA;BA
BRA.5.101_1;Conceicao do Almeida;2908309;CONCEICAO DO ALMEIDA;BA
BRA.5.103_1;Conceição do Coité;2908408;CONCEICAO DO COITE;BA
BRA.5.104_1;Conceição do Jacuípe;2908507;CONCEICAO DO JACUIPE;BA
BRA.5.105_1;Conde;2908606;CONDE;BA
BRA.5.106_1;Condeúba;2908705;CONDEUBA;BA
BRA.5.107_1;Contendas do Sincorá;2908804;CONTENDAS DO SINCORA;BA
BRA.5.108_1;Coração de Maria;2908903;CORACAO DE MARIA;BA
BRA.5.109_1;Cordeiros;2909000;CORDEIROS;BA
BRA.5.110_1;Coribe;2909109;CORIBE;BA
BRA.5.111_1;Coronel João Sá;2909208;CORONEL JOAO SA;BA
BRA.5.112_1;Correntina;2909307;CORRENTINA;BA
BRA.5.113_1;Cotegipe;2909406;COTEGIPE;BA
BRA.5.114_1;Cravolândia;2909505;CRAVOLANDIA;BA
BRA.5.115_1;Crisópolis;2909604;CRISOPOLIS;BA
BRA.5.116_1;Cristópolis;2909703;CRISTOPOLIS;BA
BRA.5.117_1;Cruz das Almas;2909802;CRUZ DAS ALMAS;BA
BRA.5.118_1;Curaçá;2909901;CURACA;BA
BRA.5.119_1;Dário Meira;2910008;DARIO MEIRA;BA
BRA.5.120_1;Dias d'vila;2910057;DIAS D'AVILA;BA
BRA.5.121_1;Dom Basílio;2910107;DOM BASILIO;BA
BRA.5.122_1;Dom Macedo Costa;2910206;DOM MACEDO COSTA;BA
BRA.5.123_1;Elísio Medrado;2910305;ELISIO MEDRADO;BA
BRA.5.124_1;Encruzilhada;2910404;ENCRUZILHADA;BA
BRA.5.125_1;Entre Rios;2910503;ENTRE RIOS;BA
BRA.5.127_1;Esplanada;2910602;ESPLANADA;BA
BRA.5.128_1;Euclides da Cunha;2910701;EUCLIDES DA CUNHA;BA
BRA.5.129_1;Eunápolis;2910727;EUNAPOLIS;BA
BRA.5.130_1;Fátima;2910750;FATIMA;BA
BRA.5.131_1;Feira da Mata;2910776;FEIRA DA MATA;BA
BRA.5.132_1;Feira de Santana;2910800;FEIRA DE SANTANA;BA
BRA.5.133_1;Filadélfia;2910859;FILADELFIA;BA
BRA.5.134_1;Firmino Alves;2910909;FIRMINO ALVES;BA
BRA.5.135_1;Floresta Azul;2911006;FLORESTA AZUL;BA
BRA.5.136_1;Formosa do Rio Preto;2911105;FORMOSA DO RIO PRETO;BA
BRA.5.137_1;Gandu;2911204;GANDU;BA
BRA.5.138_1;Gavião;2911253;GAVIAO;BA
BRA.5.139_1;Gentio do Ouro;2911303;GENTIO DO OURO;BA
BRA.5.140_1;Glória;2911402;GLORIA;BA
BRA.5.141_1;Gongogi;2911501;GONGOGI;BA
BRA.5.142_1;Governador Mangabeira;2911600;GOVERNADOR MANGABEIRA;BA
BRA.5.143_1;Guajeru;2911659;GUAJERU;BA
BRA.5.144_1;Guanambi;2911709;GUANAMBI;BA
BRA.5.145_1;Guaratinga;2911808;GUARATINGA;BA
BRA.5.146_1;Heliópolis;2911857;HELIOPOLIS;BA
BRA.5.147_1;Iaçu;2911907;IACU;BA
BRA.5.148_1;Ibiassucê;2912004;IBIASSUCE;BA
BRA.5.149_1;Ibicaraí;2912103;IBICARAI;BA
BRA.5.150_1;Ibicoara;2912202;IBICOARA;BA
BRA.5.151_1;Ibicuí;2912301;IBICUI;BA
BRA.5.152_1;Ibipeba;2912400;IBIPEBA;BA
BRA.5.153_1;Ibipitanga;2912509;IBIPITANGA;BA
BRA.5.154_1;Ibiquera;2912608;IBIQUERA;BA
BRA.5.155_1;Ibirapitanga;2912707;IBIRAPITANGA;BA
BRA.5.156_1;Ibirapuã;2912806;IBIRAPUA;BA
BRA.5.157_1;Ibirataia;2912905;IBIRATAIA;BA
BRA.5.158_1;Ibitiara;2913002;IBITIARA;BA
BRA.5.159_1;Ibititá;2913101;IBITITA;BA
BRA.5.160_1;Ibotirama;2913200;IBOTIRAMA;BA
BRA.5.161_1;Ichu;2913309;ICHU;BA
BRA.5.162_1;Igaporã;2913408;IGAPORA;BA
BRA.5.163_1;Igrapiúna;2913457;IGRAPIUNA;BA
BRA.5.164_1;Iguaí;2913507;IGUAI;BA
BRA.5.165_1;Ilhéus;2913606;ILHEUS;BA
BRA.5.166_1;Inhambupe;2913705;INHAMBUPE;BA
BRA.5.167_1;Ipecaetá;2913804;IPECAETA;BA
BRA.5.168_1;Ipiaú;2913903;IPIAU;BA
BRA.5.169_1;Ipirá;2914000;IPIRA;BA
BRA.5.170_1;Ipupiara;2914109;IPUPIARA;BA
BRA.5.171_1;Irajuba;2914208;IRAJUBA;BA
BRA.5.172_1;Iramaia;2914307;IRAMAIA;BA
BRA.5.173_1;Iraquara;2914406;IRAQUARA;BA
BRA.5.174_1;Irará;2914505;IRARA;BA
BRA.5.175_1;Irecê;2914604;IRECE;BA
BRA.5.176_1;Itabela;2914653;ITABELA;BA
BRA.5.177_1;Itaberaba;2914703;ITABERABA;BA
BRA.5.178_1;Itabuna;2914802;ITABUNA;BA
BRA.5.179_1;Itacaré;2914901;ITACARE;BA
BRA.5.180_1;Itaeté;2915007;ITAETE;BA
BRA.5.182_1;Itagi;2915106;ITAGI;BA
BRA.5.181_1;Itagibá;2915205;ITAGIBA;BA
BRA.5.183_1;Itagimirim;2915304;ITAGIMIRIM;BA
BRA.5.184_1;Itaguaçu da Bahia;2915353;ITAGUACU DA BAHIA;BA
BRA.5.185_1;Itaju do Colônia;2915403;ITAJU DO COLONIA;BA
BRA.5.186_1;Itajuípe;2915502;ITAJUIPE;BA
BRA.5.187_1;Itamaraju;2915601;ITAMARAJU;BA
BRA.5.188_1;Itamari;2915700;ITAMARI;BA
BRA.5.189_1;Itambé;2915809;ITAMBE;BA
BRA.5.190_1;Itanagra;2915908;ITANAGRA;BA
BRA.5.191_1;Itanhém;2916005;ITANHEM;BA
BRA.5.192_1;Itaparica;2916104;ITAPARICA;BA
BRA.5.194_1;Itapé;2916203;ITAPE;BA
BRA.5.193_1;Itapebi;2916302;ITAPEBI;BA
BRA.5.195_1;Itapetinga;2916401;ITAPETINGA;BA
BRA.5.196_1;Itapicuru;2916500;ITAPICURU;BA
BRA.5.197_1;Itapitanga;2916609;ITAPITANGA;BA
BRA.5.198_1;Itaquara;2916708;ITAQUARA;BA
BRA.5.199_1;Itarantim;2916807;ITARANTIM;BA
BRA.5.200_1;Itatim;2916856;ITATIM;BA
BRA.5.201_1;Itiruçu;2916906;ITIRUCU;BA
BRA.5.202_1;Itiúba;2917003;ITIUBA;BA
BRA.5.203_1;Itororó;2917102;ITORORO;BA
BRA.5.204_1;Ituaçu;2917201;ITUACU;BA
BRA.5.205_1;Ituberá;2917300;ITUBERA;BA
BRA.5.206_1;Iuiú;2917334;IUIU;BA
BRA.5.207_1;Jaborandi;2917359;JABORANDI;BA
BRA.5.208_1;Jacaraci;2917409;JACARACI;BA
BRA.5.209_1;Jacobina;2917508;JACOBINA;BA
BRA.5.210_1;Jaguaquara;2917607;JAGUAQUARA;BA
BRA.5.211_1;Jaguarari;2917706;JAGUARARI;BA
BRA.5.212_1;Jaguaripe;2917805;JAGUARIPE;BA
BRA.5.213_1;Jandaíra;2917904;JANDAIRA;BA
BRA.5.214_1;Jequié;2918001;JEQUIE;BA
BRA.5.215_1;Jeremoabo;2918100;JEREMOABO;BA
BRA.5.216_1;Jiquiriçá;2918209;JIQUIRICA;BA
BRA.5.217_1;Jitaúna;2918308;JITAUNA;BA
BRA.5.218_1;João Dourado;2918357;JOAO DOURADO;BA
BRA.5.219_1;Juazeiro;2918407;JUAZEIRO;BA
BRA.5.220_1;Jucuruçu;2918456;JUCURUCU;BA
BRA.5.221_1;Jussara;2918506;JUSSARA;BA
BRA.5.222_1;Jussari;2918555;JUSSARI;BA
BRA.5.223_1;Jussiape;2918605;JUSSIAPE;BA
BRA.5.224_1;Lafaiete Coutinho;2918704;LAFAIETE COUTINHO;BA
